0	0.4775
1	0.4645
2	0.4715
3	0.4745
4	0.491
5	0.4835
6	0.497
7	0.491
8	0.5
9	0.495
10	0.5045
11	0.505
12	0.515
13	0.5025
14	0.503
15	0.502
16	0.514
17	0.5025
18	0.5035
19	0.4995
20	0.5225
21	0.5205
22	0.506
23	0.5185
24	0.522
25	0.5225
26	0.513
27	0.5105
28	0.5105
29	0.504
30	0.527
31	0.514
32	0.529
33	0.5285
34	0.523
35	0.522
36	0.5265
37	0.5245
38	0.5285
39	0.5305
40	0.5255
41	0.524
42	0.515
43	0.524
44	0.5415
45	0.5245
46	0.529
47	0.524
48	0.5325
49	0.531
50	0.5215
51	0.5265
52	0.517
53	0.525
54	0.5335
55	0.5255
56	0.5285
57	0.5305
58	0.5285
59	0.529
60	0.5245
61	0.535
62	0.537
63	0.535
64	0.5295
65	0.5255
66	0.541
67	0.5345
68	0.528
69	0.5305
70	0.5235
71	0.541
72	0.5315
73	0.53
74	0.536
75	0.5285
76	0.5355
77	0.5445
78	0.5355
79	0.5385
80	0.534
81	0.5275
82	0.5305
83	0.53
84	0.5305
85	0.54
86	0.5485
87	0.544
88	0.524
89	0.548
90	0.5365
91	0.529
92	0.521
93	0.531
94	0.532
95	0.528
96	0.5265
97	0.5435
98	0.533
99	0.547
