0	0.4585
1	0.4735
2	0.4845
3	0.4955
4	0.4855
5	0.4905
6	0.485
7	0.4965
8	0.498
9	0.495
10	0.508
11	0.512
12	0.5125
13	0.5025
14	0.518
15	0.5025
16	0.5175
17	0.519
18	0.512
19	0.509
20	0.509
21	0.5195
22	0.5185
23	0.5175
24	0.501
25	0.523
26	0.522
27	0.521
28	0.5185
29	0.518
30	0.524
31	0.522
32	0.5175
33	0.5265
34	0.5255
35	0.523
36	0.525
37	0.524
38	0.5335
39	0.5245
40	0.5135
41	0.53
42	0.5265
43	0.5325
44	0.539
45	0.519
46	0.519
47	0.533
48	0.542
49	0.5355
50	0.534
51	0.532
52	0.5215
53	0.5175
54	0.5285
55	0.532
56	0.529
57	0.53
58	0.5385
59	0.528
60	0.535
61	0.527
62	0.536
63	0.53
64	0.534
65	0.5235
66	0.533
67	0.538
68	0.5465
69	0.541
70	0.53
71	0.5445
72	0.5405
73	0.542
74	0.5295
75	0.537
76	0.531
77	0.5345
78	0.5395
79	0.542
80	0.5355
81	0.536
82	0.54
83	0.547
84	0.545
85	0.5455
86	0.535
87	0.5405
88	0.5305
89	0.5455
90	0.5305
91	0.532
92	0.533
93	0.525
94	0.5435
95	0.5295
96	0.546
97	0.526
98	0.5335
99	0.5315
