0	0.4565
1	0.4665
2	0.4585
3	0.48
4	0.48
5	0.4735
6	0.4835
7	0.4805
8	0.4885
9	0.4875
10	0.487
11	0.4845
12	0.4955
13	0.4875
14	0.486
15	0.4925
16	0.494
17	0.4985
18	0.498
19	0.4875
20	0.499
21	0.502
22	0.4895
23	0.492
24	0.4905
25	0.5
26	0.494
27	0.4935
28	0.487
29	0.5005
30	0.4975
31	0.4875
32	0.496
33	0.4935
34	0.501
35	0.4965
36	0.496
37	0.4945
38	0.5035
39	0.4915
40	0.4955
41	0.4955
42	0.5025
43	0.494
44	0.4985
45	0.49
46	0.4955
47	0.49
48	0.495
49	0.491
50	0.4895
51	0.4945
52	0.4945
53	0.4915
54	0.495
55	0.496
56	0.4915
57	0.4915
58	0.494
59	0.4955
60	0.4975
61	0.495
62	0.5035
63	0.497
64	0.494
65	0.4975
66	0.493
67	0.4955
68	0.4915
69	0.497
70	0.489
71	0.501
72	0.495
73	0.493
74	0.4965
75	0.492
76	0.4925
77	0.496
78	0.4955
79	0.489
80	0.4955
81	0.492
82	0.4945
83	0.5025
84	0.4965
85	0.488
86	0.5
87	0.4985
88	0.495
89	0.4985
90	0.4945
91	0.4895
92	0.495
93	0.494
94	0.4875
95	0.4905
96	0.4995
97	0.495
98	0.4915
99	0.5015
