0	0.0
1	0.3995
2	0.3905
3	0.3915
4	0.3925
5	0.3905
6	0.391
7	0.3935
8	0.392
9	0.3885
10	0.3905
11	0.389
12	0.4
13	0.3995
14	0.3955
15	0.3975
16	0.3905
17	0.396
18	0.3995
19	0.4005
20	0.3935
21	0.3925
22	0.396
23	0.391
24	0.389
25	0.3985
26	0.4045
27	0.388
28	0.3915
29	0.403
30	0.384
31	0.3965
32	0.4
33	0.3995
34	0.3985
35	0.387
36	0.397
37	0.3885
38	0.403
39	0.3985
40	0.3895
41	0.399
42	0.4
43	0.39
44	0.393
45	0.3965
46	0.4005
47	0.387
48	0.382
49	0.398
50	0.3935
51	0.394
52	0.391
53	0.389
54	0.39
55	0.394
56	0.405
57	0.393
58	0.3925
59	0.3845
60	0.3945
61	0.3915
62	0.3915
63	0.3865
64	0.395
65	0.394
66	0.3855
67	0.3865
68	0.4045
69	0.396
70	0.3975
71	0.401
72	0.384
73	0.3975
74	0.3965
75	0.407
76	0.396
77	0.393
78	0.39
79	0.3865
80	0.393
81	0.397
82	0.385
83	0.3935
84	0.3865
85	0.3975
86	0.389
87	0.389
88	0.396
89	0.391
90	0.3895
91	0.403
92	0.3885
93	0.392
94	0.391
95	0.391
96	0.3945
97	0.397
98	0.399
99	0.391
