0	0.456
1	0.4915
2	0.4955
3	0.5115
4	0.5115
5	0.515
6	0.5255
7	0.5185
8	0.531
9	0.5225
10	0.5275
11	0.5305
12	0.541
13	0.5235
14	0.5355
15	0.532
16	0.5355
17	0.522
18	0.5205
19	0.527
20	0.5355
21	0.5325
22	0.535
23	0.5435
24	0.5365
25	0.542
26	0.5435
27	0.542
28	0.537
29	0.5335
30	0.5315
31	0.524
32	0.5425
33	0.5505
34	0.5445
35	0.531
36	0.54
37	0.5385
38	0.55
39	0.539
40	0.552
41	0.543
42	0.541
43	0.5345
44	0.546
45	0.542
46	0.5465
47	0.5325
48	0.5305
49	0.5485
50	0.5435
51	0.546
52	0.538
53	0.5505
54	0.543
55	0.551
56	0.542
57	0.5435
58	0.538
59	0.545
60	0.526
61	0.529
62	0.5465
63	0.556
64	0.543
65	0.547
66	0.543
67	0.5345
68	0.532
69	0.5385
70	0.5475
71	0.548
72	0.539
73	0.536
74	0.543
75	0.5285
76	0.538
77	0.5425
78	0.543
79	0.5535
80	0.55
81	0.543
82	0.546
83	0.5315
84	0.544
85	0.534
86	0.539
87	0.534
88	0.5315
89	0.5425
90	0.539
91	0.5445
92	0.526
93	0.545
94	0.5485
95	0.552
96	0.5465
97	0.551
98	0.5375
99	0.543
