0	0.4665
1	0.475
2	0.481
3	0.484
4	0.483
5	0.486
6	0.4935
7	0.4955
8	0.499
9	0.497
10	0.505
11	0.509
12	0.494
13	0.508
14	0.5
15	0.5045
16	0.5165
17	0.521
18	0.5125
19	0.514
20	0.509
21	0.517
22	0.5155
23	0.5175
24	0.528
25	0.5205
26	0.51
27	0.516
28	0.5335
29	0.539
30	0.527
31	0.528
32	0.523
33	0.5155
34	0.5325
35	0.5335
36	0.531
37	0.514
38	0.535
39	0.5275
40	0.5275
41	0.5475
42	0.523
43	0.53
44	0.533
45	0.5265
46	0.5265
47	0.5385
48	0.534
49	0.53
50	0.53
51	0.529
52	0.534
53	0.5445
54	0.5295
55	0.5265
56	0.5335
57	0.533
58	0.539
59	0.5315
60	0.5395
61	0.5335
62	0.532
63	0.546
64	0.5485
65	0.536
66	0.533
67	0.519
68	0.5375
69	0.5365
70	0.539
71	0.5345
72	0.536
73	0.5315
74	0.531
75	0.537
76	0.535
77	0.534
78	0.5315
79	0.5345
80	0.5225
81	0.541
82	0.545
83	0.539
84	0.533
85	0.525
86	0.5315
87	0.536
88	0.526
89	0.523
90	0.537
91	0.5345
92	0.534
93	0.5285
94	0.5385
95	0.5355
96	0.528
97	0.523
98	0.5365
99	0.5245
