0	0.455
1	0.4585
2	0.4785
3	0.486
4	0.4905
5	0.4865
6	0.49
7	0.4965
8	0.502
9	0.5095
10	0.503
11	0.5125
12	0.5035
13	0.5005
14	0.509
15	0.5075
16	0.5155
17	0.4985
18	0.509
19	0.512
20	0.507
21	0.523
22	0.516
23	0.5165
24	0.513
25	0.515
26	0.5175
27	0.5195
28	0.5175
29	0.5185
30	0.5275
31	0.52
32	0.5155
33	0.5225
34	0.508
35	0.534
36	0.523
37	0.528
38	0.5225
39	0.5165
40	0.513
41	0.521
42	0.5255
43	0.5175
44	0.529
45	0.511
46	0.5275
47	0.5235
48	0.5335
49	0.5245
50	0.5135
51	0.5225
52	0.539
53	0.5205
54	0.514
55	0.53
56	0.527
57	0.5235
58	0.5255
59	0.523
60	0.523
61	0.529
62	0.529
63	0.527
64	0.53
65	0.517
66	0.5355
67	0.542
68	0.524
69	0.53
70	0.5265
71	0.522
72	0.531
73	0.5195
74	0.5265
75	0.5295
76	0.5265
77	0.536
78	0.5255
79	0.529
80	0.5315
81	0.532
82	0.519
83	0.523
84	0.5135
85	0.5285
86	0.521
87	0.528
88	0.533
89	0.5185
90	0.515
91	0.53
92	0.5275
93	0.517
94	0.5225
95	0.524
96	0.5305
97	0.516
98	0.524
99	0.525
