0	0.4635
1	0.4795
2	0.473
3	0.481
4	0.477
5	0.486
6	0.4935
7	0.5005
8	0.5065
9	0.5025
10	0.513
11	0.4985
12	0.507
13	0.506
14	0.5025
15	0.5155
16	0.5175
17	0.5155
18	0.5105
19	0.5135
20	0.5095
21	0.517
22	0.5215
23	0.5255
24	0.521
25	0.513
26	0.526
27	0.5075
28	0.51
29	0.523
30	0.5365
31	0.5195
32	0.524
33	0.528
34	0.527
35	0.5285
36	0.533
37	0.5325
38	0.53
39	0.5365
40	0.5205
41	0.534
42	0.527
43	0.539
44	0.5415
45	0.5375
46	0.5225
47	0.5325
48	0.5265
49	0.53
50	0.5285
51	0.5415
52	0.535
53	0.539
54	0.535
55	0.5155
56	0.5435
57	0.533
58	0.5275
59	0.5335
60	0.535
61	0.5415
62	0.5415
63	0.529
64	0.5375
65	0.529
66	0.533
67	0.5295
68	0.5445
69	0.53
70	0.534
71	0.532
72	0.534
73	0.5535
74	0.53
75	0.5375
76	0.545
77	0.5375
78	0.5375
79	0.54
80	0.5275
81	0.533
82	0.5335
83	0.535
84	0.5195
85	0.528
86	0.5325
87	0.5295
88	0.549
89	0.535
90	0.535
91	0.528
92	0.5285
93	0.525
94	0.524
95	0.5345
96	0.5435
97	0.529
98	0.5285
99	0.533
